car_id,worker_id,fix_date,work_type,destroy_degree,work_duration
J43552505w,TV,2020-3-16 6:1,repair,6.4,29
a-6471303K,KW,2020-3-30 5:48,repair,5.0,25
E68314843q,QT,2020-3-10 14:14,repair,5.0,19
h24674210l,KN,2020-3-8 14:51,reparking,1.0,34
a-7125351Z,VL,2020-1-5 9:0,reparking,1.0,26
j17532274g,HG,2020-2-16 5:16,repair,6.9,35
X13157100E,ST,2020-3-21 14:8,repair,6.3,23
C-7059083l,GC,2020-2-2 1:17,repair,2.9,3
l-1844181l,EH,2020-2-14 21:15,refuel,1.0,24
s12797973g,HW,2020-3-22 7:29,repair,5.5,17
m73284992F,IK,2020-2-19 7:9,repair,4.4,9
l21968436d,DZ,2020-1-19 8:28,repair,5.0,21
t17276860j,BZ,2020-1-15 23:23,reparking,1.0,26
y33047270r,AS,2020-3-4 8:19,reparking,1.0,26
x-1172003m,OY,2020-3-6 6:0,repair,10.0,61
V40334761U,VL,2020-2-2 18:51,repair,4.9,11
i-1101173g,GD,2020-3-6 3:31,refuel,1.0,19
b-4266665E,FF,2020-3-28 2:16,repair,10.0,69
C16363758Y,TC,2020-3-25 4:16,repair,7.1,37
C-4941408C,DF,2020-3-2 3:46,repair,4.5,13
p-3553707D,VY,2020-1-28 5:12,reparking,1.0,22
s-1960417S,KW,2020-1-10 17:4,repair,5.0,21
Z-8212382G,AJ,2020-2-30 15:6,repair,5.0,6
N-1087986g,JO,2020-1-1 11:22,repair,5.9,18
a22064292L,GD,2020-3-1 14:39,repair,6.3,17
d13892145k,BW,2020-3-29 7:15,repair,6.2,26
g16808805U,GZ,2020-2-19 19:36,repair,5.4,17
t20645918R,SL,2020-2-20 16:0,repair,6.4,23
T17230987N,NY,2020-3-24 7:58,repair,6.0,22
o65053979S,YY,2020-2-10 12:31,repair,6.1,19
H16125822e,OF,2020-1-6 11:23,reparking,1.0,29
t-8913790b,CO,2020-1-7 21:23,refuel_check,1.0,28
I-1647122N,PS,2020-3-9 17:19,reparking,1.0,30
j39765515y,LV,2020-2-15 3:55,repair,6.0,29
s22685968d,MH,2020-3-10 22:38,repair,4.4,10
s54993523h,TB,2020-2-27 21:33,repair,3.5,2
X84104929Z,HG,2020-2-18 6:14,repair,5.0,28
L-4889905g,UD,2020-3-12 5:48,reparking,1.0,22
p-3327570V,TK,2020-3-30 6:32,repair,3.8,5
k64987032M,ZY,2020-1-25 1:5,repair,5.2,21
F-1306753r,OG,2020-2-19 0:37,reparking,1.0,19
b12824965u,PK,2020-3-12 6:10,refuel,1.0,25
W-1942072H,GH,2020-3-26 0:12,refuel_check,1.0,18
y12090800r,ZG,2020-1-25 4:35,reparking,1.0,25
V-1025313d,UL,2020-1-2 19:18,repair,10.0,61
t50494237j,RO,2020-3-26 11:49,reparking,1.0,29
a-5655175l,JD,2020-2-3 6:10,refuel,1.0,26
I96780719P,OB,2020-2-28 0:4,repair,5.0,41
p10336196A,JT,2020-1-26 11:2,repair,5.9,16
R-1797279a,OG,2020-2-9 19:13,reparking,1.0,28
k-1405918G,BL,2020-1-8 12:13,reparking,1.0,33
d-7352777o,OB,2020-2-25 21:28,repair,5.8,19
r-3744124X,EX,2020-2-25 23:30,refuel,1.0,25
n-5767544o,LR,2020-2-22 16:12,repair,10.0,60
S17802902i,WN,2020-1-13 13:30,repair,4.7,2
n18141460t,XB,2020-2-6 19:45,reparking,1.0,26
m-3564148V,LH,2020-2-25 17:6,refuel_check,10.0,60
X72181201T,WX,2020-3-6 3:21,repair,5.1,19
U16248458j,HT,2020-1-27 7:5,reparking,1.0,27
n-1232719B,HJ,2020-1-1 18:5,reparking,1.0,31
B58815481j,YG,2020-1-8 20:48,reparking,1.0,29
C-5107111N,JN,2020-3-11 7:13,repair,7.0,32
z73688663a,CK,2020-3-4 15:13,reparking,1.0,29
T11570167i,IF,2020-3-1 10:13,repair,6.9,30
E-2189846g,VR,2020-1-15 6:9,repair,7.8,43
a10075304B,PT,2020-3-6 12:11,repair,6.4,23
V43499402t,QL,2020-1-28 20:12,refuel_check,1.0,27
p-1032774f,FZ,2020-3-7 13:13,repair,6.7,26
c-1675806d,UF,2020-3-11 12:2,reparking,1.0,32
K-2141030h,MB,2020-2-8 3:17,repair,7.5,44
V-4730687q,NL,2020-3-18 18:9,reparking,1.0,27
Z16147645X,CS,2020-3-9 6:10,reparking,1.0,24
r-1558153U,VD,2020-1-15 12:11,reparking,1.0,31
q-1536726P,IX,2020-3-5 1:19,reparking,10.0,69
t17442755k,IX,2020-3-22 11:17,repair,10.0,61
S-1915237T,ZN,2020-1-5 3:12,reparking,1.0,21
I-8039148a,EX,2020-2-14 9:11,reparking,1.0,29
l20015000O,SL,2020-1-1 11:9,repair,6.5,27
I96387228J,OH,2020-2-2 22:54,repair,4.5,9
I15837837J,YD,2020-3-21 4:51,repair,6.8,35
b-8006722p,XN,2020-3-17 23:10,repair,6.4,30
f-1164209J,WJ,2020-1-8 3:2,repair,5.0,23
y12532736D,KN,2020-2-3 15:8,reparking,1.0,35
i12167734p,JM,2020-2-10 4:13,repair,5.9,25
p-8676887s,TZ,2020-1-17 22:11,repair,5.6,18
h-2696405T,GZ,2020-2-5 3:16,repair,5.0,33
x-1299683h,SP,2020-3-11 20:7,repair,5.0,19
j-3298639y,PT,2020-2-18 17:47,reparking,1.0,29
t41251369W,UV,2020-1-14 2:22,reparking,1.0,20
l52568818B,ZL,2020-1-11 21:34,repair,5.2,13
q-5999331f,CR,2020-3-19 15:36,repair,9.0,50
p22304025u,ZL,2020-2-27 4:4,refuel_check,1.0,23
I71388786G,QV,2020-2-14 1:32,refuel_check,1.0,21
M18466047W,UK,2020-1-2 18:8,refuel,1.0,30
J22595982W,CL,2020-2-17 2:7,reparking,1.0,21
w-4839718z,LZ,2020-1-5 10:9,repair,5.1,10
n-9660895o,OZ,2020-3-16 22:52,repair,5.0,17
Y21096922W,PL,2020-3-18 7:42,repair,5.0,15
R-6844153a,JP,2020-2-10 19:14,refuel,1.0,26
z-1254537O,WV,2020-2-30 6:23,repair,6.6,31
n-4360079R,VO,2020-1-15 4:27,repair,7.2,39
O-2113046Z,WT,2020-2-5 21:52,repair,10.0,61
f-1825133R,DK,2020-3-16 7:28,reparking,1.0,27
j16845365O,MJ,2020-2-15 4:9,repair,4.6,10
K-3529763Q,JV,2020-3-29 15:54,reparking,1.0,34
s33927254Y,TW,2020-2-23 7:8,reparking,1.0,28
m-2019578o,BO,2020-1-3 5:19,reparking,1.0,24
b-1081111P,PL,2020-2-9 15:23,repair,5.6,15
z-4612131R,NY,2020-1-15 14:4,refuel_check,1.0,32
q13885185m,EF,2020-3-11 20:56,repair,5.3,17
e-8788520s,YC,2020-1-5 22:3,repair,10.0,63
B16746018u,PC,2020-1-27 13:25,repair,6.1,19
b-1050475p,AW,2020-3-16 16:6,reparking,1.0,32
y10948537e,UY,2020-1-21 22:12,reparking,1.0,26
F-7462902B,FB,2020-2-23 18:43,repair,5.0,21
V13438854p,XH,2020-1-10 7:27,repair,6.9,31
A11922887f,NJ,2020-3-1 19:18,repair,4.8,10
U-7130411Q,JJ,2020-3-4 15:50,reparking,1.0,29
B-2081255O,TD,2020-1-23 17:48,reparking,1.0,30
k-2034944s,QS,2020-3-2 14:29,repair,3.9,4
A10692422a,WL,2020-1-24 10:10,repair,5.9,19
I98930031r,EF,2020-2-12 12:24,refuel,1.0,29
R21100020a,FH,2020-2-7 3:9,repair,7.1,38
z-4833684R,KK,2020-3-27 18:22,reparking,1.0,32
w69467024a,DD,2020-1-25 10:21,repair,7.2,33
m-2205063P,CR,2020-1-23 16:54,reparking,1.0,32
Y-2235574M,DJ,2020-2-2 10:2,repair,5.0,20
b-1872358o,PV,2020-2-11 5:4,repair,4.7,13
w-9916167W,ST,2020-2-11 22:15,reparking,10.0,62
H-1342764P,YT,2020-2-11 19:23,reparking,1.0,26
q30806358i,GG,2020-3-18 8:49,reparking,1.0,26
j92079780S,ES,2020-1-5 11:19,repair,10.0,59
Q-6918324o,AY,2020-2-13 23:32,reparking,1.0,25
P-1715787u,TT,2020-1-4 0:13,refuel,1.0,19
x-1532496K,HL,2020-3-1 0:4,reparking,8.0,48
s-1076835x,VJ,2020-1-10 2:11,reparking,1.0,21
H-1919071i,SM,2020-3-30 18:58,repair,6.3,26
v13412057i,SH,2020-2-12 6:36,repair,5.6,20
I30300326i,CN,2020-1-10 6:41,repair,5.0,19
T20363976m,BJ,2020-3-7 1:25,repair,5.0,20
F-1518753o,RJ,2020-2-9 13:31,reparking,1.0,33
e-2020384H,AJ,2020-2-30 21:32,reparking,1.0,25
n-4605215n,DS,2020-1-5 6:55,refuel,1.0,28
j18870600U,KS,2020-2-15 15:14,reparking,5.0,35
d-6211776r,AB,2020-1-26 2:1,reparking,1.0,22
c-7401486X,MJ,2020-2-6 7:4,reparking,1.0,24
y16050355z,HV,2020-2-16 17:6,repair,6.9,28
D-2134856N,OV,2020-1-23 2:38,repair,4.8,16
K-2042834N,FX,2020-1-30 6:9,reparking,1.0,25
z10430541i,DY,2020-1-8 5:0,repair,3.5,1
E-4220998I,UX,2020-2-11 23:17,reparking,1.0,23
A-8582359Y,HH,2020-3-2 14:56,repair,4.0,1
c12458019K,BG,2020-3-3 0:9,repair,7.5,45
T14802622s,IJ,2020-2-25 13:0,repair,5.6,13
F57559229C,AT,2020-3-1 13:0,repair,6.5,24
X13250656u,XS,2020-3-29 21:1,repair,5.5,21
s-1544537d,EF,2020-2-29 5:53,repair,6.1,27
A-1956639b,QC,2020-1-22 9:29,repair,5.0,17
X-8191999r,TO,2020-3-28 9:4,reparking,1.0,27
g83089172g,XN,2020-3-6 10:21,reparking,1.0,29
C-1546256l,NK,2020-3-4 0:27,refuel,1.0,18
w75295475d,MK,2020-2-12 5:14,repair,5.7,21
v88691914J,OW,2020-3-26 17:27,repair,7.0,28
E13352088w,NJ,2020-3-30 23:6,repair,3.8,1
v44596260Q,WS,2020-1-14 10:28,refuel,1.0,30
P15083043i,HG,2020-2-4 11:58,refuel_check,1.0,30
x38201050e,LJ,2020-2-23 18:26,repair,4.9,10
H-1751594v,XY,2020-3-10 6:25,refuel_check,1.0,24
N29840074e,TL,2020-2-8 19:32,reparking,1.0,28
U-2283333k,BG,2020-2-4 9:34,refuel_check,1.0,27
q-1553054h,PP,2020-1-22 2:54,reparking,1.0,20
f80644426f,VO,2020-1-22 10:4,repair,4.1,3
K-4627145s,KT,2020-1-26 20:20,repair,5.2,13
w-8322851c,JK,2020-3-30 21:6,repair,5.0,20
H-2195683Y,KH,2020-2-7 20:23,repair,6.9,29
Z19453799u,RN,2020-1-18 18:8,refuel_check,1.0,28
i-1260000J,QO,2020-2-27 16:7,repair,5.7,16
f22138231E,UF,2020-3-29 1:14,reparking,1.0,21
k11261165S,DJ,2020-2-8 5:35,reparking,1.0,22
L-1525462q,US,2020-3-18 21:43,reparking,1.0,26
V-1791691i,BD,2020-1-30 14:49,repair,6.7,24
m19821763X,PB,2020-1-21 17:18,repair,5.3,11
F-1617117u,PL,2020-1-20 13:15,reparking,1.0,30
E-9772567U,AO,2020-2-13 13:34,refuel_check,1.0,32
p22438429U,PY,2020-1-28 11:29,reparking,1.0,28
q19295660b,AG,2020-2-7 17:53,reparking,1.0,31
p-1518592V,AL,2020-3-28 13:19,reparking,1.0,32
X-2494579Q,TB,2020-3-23 4:15,repair,7.7,43
i-6370435c,LK,2020-1-3 12:30,reparking,1.0,30
L-1435343R,KV,2020-3-17 5:9,refuel_check,1.0,20
K-9089430v,QJ,2020-2-3 2:39,repair,5.0,29
S-1907504N,LG,2020-2-29 2:4,refuel_check,1.0,20
I13538939n,HK,2020-3-29 2:22,repair,5.0,25
x-6241530r,AB,2020-3-14 1:10,repair,3.7,7
N-1337765t,IT,2020-2-26 7:21,refuel,1.0,24
u-2045579o,BC,2020-1-7 8:16,repair,4.8,9
j-1164533d,JH,2020-2-7 14:18,reparking,1.0,32
y-9607515v,PF,2020-1-21 5:25,repair,6.1,26
e69316734g,QG,2020-1-12 11:37,reparking,1.0,28
p-2049920L,RG,2020-2-8 17:11,reparking,1.0,30
D85554326y,TW,2020-3-29 12:13,reparking,1.0,31
z-1432906b,FM,2020-2-10 6:43,repair,7.5,40
I12484436u,QX,2020-2-3 13:21,reparking,1.0,34
z-1435869q,BH,2020-2-12 16:12,reparking,1.0,31
x-2038594x,JS,2020-1-12 6:30,reparking,1.0,27
k26646728S,ZT,2020-3-14 7:7,repair,6.5,27
F-1772949E,AL,2020-3-23 23:8,repair,5.0,48
z66178432L,LO,2020-2-12 4:5,repair,5.0,16
N-4056140F,YJ,2020-3-26 14:5,refuel,1.0,32
b-1419953q,WP,2020-3-26 9:19,reparking,1.0,28
y-4433197h,EF,2020-2-13 0:8,reparking,1.0,19
u18380175j,WW,2020-1-1 15:57,repair,4.7,4
V-8483576f,AW,2020-2-16 10:12,repair,6.4,25
i51467047f,TV,2020-1-27 16:25,repair,5.0,14
p25512710L,IJ,2020-3-1 23:44,repair,6.5,31
H-1369852D,MF,2020-1-16 11:57,repair,6.0,22
H22186863I,HO,2020-2-26 15:9,repair,5.0,13
x-6577654c,MY,2020-2-11 14:19,repair,4.0,2
W78299212w,GZ,2020-3-24 12:52,repair,5.0,7
P17112537M,QR,2020-2-15 8:22,refuel_check,5.0,54
u-1562836u,YN,2020-3-21 15:58,repair,5.8,15
O-2567044a,AH,2020-2-26 9:57,reparking,1.0,30
W-1338521Q,DC,2020-2-14 9:15,reparking,10.0,63
E22045798o,YP,2020-1-24 10:19,refuel_check,1.0,31
O-2486036j,VG,2020-2-21 16:14,repair,4.7,5
A-1900042l,BB,2020-3-5 14:50,repair,7.0,25
d-1067020V,YW,2020-3-12 3:39,repair,5.0,39
N18096525X,VP,2020-2-28 2:0,repair,2.9,2
n20176674t,PW,2020-3-20 18:24,refuel_check,1.0,28
P-5877829p,QF,2020-1-24 1:15,repair,4.7,16
W-1538165q,WV,2020-2-10 2:17,reparking,1.0,24
M-1949772G,NM,2020-1-13 22:14,reparking,1.0,25
j16496771g,DG,2020-3-12 5:19,refuel_check,1.0,24
n72821280e,LF,2020-1-14 7:15,refuel_check,1.0,29
G17139758L,BL,2020-1-17 10:41,reparking,1.0,27
k-2258315m,FC,2020-1-25 15:12,repair,5.0,10
a38819194R,HW,2020-1-9 1:47,refuel_check,1.0,21
U14909638n,OY,2020-2-17 3:8,repair,5.0,17
U19913900a,SM,2020-3-10 7:44,repair,6.8,31
K14458511K,XR,2020-3-8 11:0,repair,7.6,36
S-8631452Q,YS,2020-3-28 11:9,repair,2.7,13
W-1652862N,SD,2020-3-27 22:58,repair,5.5,19
f-1958284u,OM,2020-1-19 6:22,refuel_check,1.0,26
L-8838271K,TO,2020-2-5 6:21,refuel_check,1.0,23
S16201816J,AY,2020-1-3 18:18,repair,5.8,18
I-2277221J,NV,2020-3-14 0:0,reparking,1.0,19
X38064587K,DY,2020-2-7 20:51,reparking,1.0,26
m-1081136r,KG,2020-1-15 2:5,reparking,1.0,20
Q13796033u,TJ,2020-3-19 6:15,refuel,1.0,27
U54007251T,KR,2020-1-3 23:51,repair,5.0,26
J-2100035F,UB,2020-1-18 15:0,repair,4.8,3
o21869800I,IB,2020-2-14 2:20,reparking,1.0,21
U-6122657S,BK,2020-2-26 4:22,repair,3.6,4
m-8844106y,HG,2020-1-4 11:5,repair,5.6,16
s18901076N,IK,2020-2-30 13:8,repair,8.5,40
u-1813398B,JS,2020-2-14 17:25,reparking,1.0,30
y-1310937L,DZ,2020-2-5 17:36,reparking,1.0,29
f43525913Z,GL,2020-2-5 0:2,repair,5.0,34
C-2095125S,YN,2020-2-23 7:18,repair,3.9,1
G-3730407g,VX,2020-2-25 8:11,reparking,1.0,25
m52656713y,XM,2020-2-23 1:8,repair,5.0,34
k40909397b,RL,2020-1-23 5:36,reparking,1.0,23
A-1721538a,PD,2020-2-12 22:34,reparking,1.0,25
u-1058332x,TF,2020-3-9 19:45,reparking,1.0,28
G-1150322W,IF,2020-3-7 11:0,reparking,1.0,31
x13343580w,NH,2020-2-25 0:29,reparking,1.0,20
I12233871v,YO,2020-1-3 19:45,reparking,1.0,24
j-8044553g,BN,2020-1-11 7:1,reparking,1.0,27
D-1808806N,OK,2020-2-7 17:25,refuel,1.0,30
v-1950459j,NS,2020-3-2 15:3,repair,6.3,20
n12252517h,LC,2020-1-13 19:5,repair,10.0,63
o-4950899p,TH,2020-1-20 8:31,repair,6.1,24
B23739608U,RT,2020-2-8 21:36,repair,7.4,38
g-1495042h,PG,2020-1-1 20:4,repair,10.0,63
x78336615j,JP,2020-2-30 12:9,repair,5.0,22
n-5592412g,QD,2020-3-4 16:34,reparking,1.0,29
D39654489v,DR,2020-3-7 13:50,repair,5.7,14
x-1331259n,YK,2020-3-26 7:7,repair,4.2,6
x-6745292f,TG,2020-1-20 6:24,repair,3.4,1
N12915117c,LJ,2020-2-26 1:25,reparking,1.0,19
A14283545z,KO,2020-1-18 18:49,refuel,1.0,28
Z34825463y,TL,2020-2-4 2:1,repair,6.6,33
N-5150907H,MT,2020-1-29 19:51,reparking,1.0,26
I22962781q,BX,2020-1-6 19:37,repair,4.7,10
M-1332669r,RX,2020-3-20 2:41,reparking,1.0,22
w15256527O,IJ,2020-3-7 21:46,reparking,1.0,25
P-2109405G,JO,2020-2-10 1:7,repair,5.7,26
X-2155322c,PZ,2020-3-25 10:39,repair,5.3,11
r-6401544e,WW,2020-2-14 6:43,reparking,8.0,44
I-1022513U,HY,2020-2-20 18:16,reparking,1.0,32
b-1756095Y,AH,2020-2-23 17:16,reparking,1.0,32
K81291347a,JK,2020-1-17 22:39,repair,5.0,32
q49298313H,DR,2020-2-26 12:51,repair,6.0,19
G15557106t,NK,2020-3-17 7:57,repair,6.2,26
O-2154805o,XJ,2020-2-7 0:23,repair,5.0,41
h-1084715m,EP,2020-2-28 18:55,repair,8.4,44
H49107775b,NL,2020-2-6 5:5,repair,6.6,32
z30949635I,YC,2020-2-15 0:6,refuel_check,1.0,18
i30546413z,OG,2020-3-18 16:6,reparking,1.0,27
b-8727186X,EK,2020-2-2 7:10,repair,7.5,39
c13849387F,AV,2020-1-8 20:18,repair,6.0,20
d19534101p,RV,2020-3-18 23:6,reparking,1.0,24
y40076926G,GY,2020-3-14 8:20,reparking,1.0,29
R18548797W,SR,2020-2-30 17:6,reparking,1.0,29
H-1952766q,UP,2020-3-7 11:21,reparking,1.0,31
T19756755G,ED,2020-2-29 6:7,reparking,1.0,25
p14296940a,IY,2020-2-3 6:33,repair,4.1,6
f-2278644T,WL,2020-2-1 7:58,repair,5.3,15
W75044414r,VH,2020-1-20 5:8,repair,5.4,20
e-1176726O,CM,2020-3-11 22:3,repair,7.3,37
F-8971471f,LC,2020-1-27 21:22,reparking,1.0,27
I18110998S,WH,2020-3-26 2:26,reparking,1.0,21
f12831819d,IP,2020-2-7 1:1,reparking,1.0,21
g64040787A,IF,2020-1-14 3:33,refuel,9.0,48
X19967327p,FN,2020-2-16 13:35,repair,4.5,1
R19722314B,NM,2020-1-3 5:4,repair,6.4,29
s-1018199L,PG,2020-3-25 13:2,refuel_check,1.0,31
B-1876818F,SF,2020-1-12 22:16,repair,5.0,15
f91083403C,QL,2020-1-3 10:20,reparking,1.0,30
T91451342E,QF,2020-2-27 8:38,refuel_check,1.0,29
A82111385d,VM,2020-2-18 4:10,reparking,1.0,23
c31569057o,ZF,2020-1-21 15:42,repair,7.5,32
a10378761Y,PT,2020-1-22 9:6,repair,6.0,20
O-2404534e,JZ,2020-3-5 13:48,reparking,1.0,32
a-9615725L,UX,2020-3-2 23:2,reparking,1.0,27
u15513075K,FX,2020-1-25 22:17,reparking,1.0,26
u12970971g,DT,2020-3-1 2:36,refuel_check,1.0,23
n-6059768d,RO,2020-1-11 17:52,reparking,1.0,28
L16141312N,ID,2020-2-6 15:1,repair,7.9,39
e13156563s,KH,2020-1-3 12:49,repair,7.8,37
T42238184L,WP,2020-2-26 0:6,repair,10.0,70
D-1336442P,NV,2020-1-29 15:28,reparking,1.0,31
l-1177682G,BY,2020-2-16 3:35,repair,5.0,26
L18732146r,LN,2020-2-26 14:47,reparking,1.0,30
K-1849358w,FN,2020-1-27 20:10,repair,7.3,35
J22037391Y,OZ,2020-1-12 7:15,repair,7.1,35
q-1219686k,CW,2020-2-30 1:53,reparking,9.0,62
A31292617m,YM,2020-3-27 13:7,reparking,1.0,33
a-2041286I,TS,2020-3-23 20:33,reparking,1.0,26
B-3724978v,RK,2020-2-21 13:16,repair,4.6,4
D11212854M,QB,2020-3-13 11:54,repair,5.1,13
o-2007726X,NZ,2020-1-29 11:4,reparking,1.0,30
g-8950344h,DH,2020-1-30 11:7,repair,5.0,20
O-3470382z,HO,2020-2-15 23:59,refuel_check,1.0,22
O22101080f,TZ,2020-1-4 19:50,repair,7.8,39
J51767292L,YK,2020-2-12 14:7,repair,5.6,12
l76478248L,FH,2020-1-5 1:2,repair,10.0,68
d-8684879I,VY,2020-2-24 6:13,reparking,1.0,23
Z82302317n,BB,2020-3-15 5:1,repair,7.1,36
u20627445L,PW,2020-1-19 6:40,repair,6.2,28
y18690561q,MZ,2020-2-2 6:27,reparking,1.0,24
T46205315a,KY,2020-1-8 15:45,reparking,1.0,31
o43682483i,GX,2020-2-11 2:23,repair,5.7,23
p-2177230P,KZ,2020-2-30 15:42,repair,5.0,16
l14731037p,WK,2020-2-18 18:21,reparking,1.0,26
R-4412745F,CY,2020-1-28 4:15,repair,5.8,23
t-1660621F,EL,2020-2-15 11:4,refuel,1.0,29
p13496102g,GC,2020-1-4 0:1,reparking,1.0,19
w30595040m,FY,2020-1-1 1:36,reparking,1.0,22
a-1555492o,OL,2020-3-23 18:55,repair,6.5,23
t70806905i,QT,2020-3-14 9:26,repair,4.9,11
v56255169f,AL,2020-1-2 12:6,refuel,1.0,27
q-8187613B,CB,2020-1-5 23:19,repair,7.6,42
g-1203735u,HD,2020-3-29 10:18,repair,3.5,4
N68342352J,AD,2020-3-19 5:36,reparking,1.0,26
t19684834s,LD,2020-2-21 4:3,reparking,1.0,26
f-7760435s,SX,2020-3-29 16:53,reparking,1.0,31
U-1696081V,FM,2020-2-5 9:15,repair,5.5,16
m97152459x,UV,2020-3-14 8:4,repair,5.8,21
I-1934004o,PL,2020-3-14 16:7,reparking,1.0,33
k53344668C,CH,2020-2-26 8:21,repair,6.8,31
c18837598f,XW,2020-1-29 11:54,repair,3.0,10
r-2090723O,NT,2020-3-9 6:16,reparking,1.0,25
M45840955U,BO,2020-1-2 23:48,refuel_check,1.0,26
U-3855489z,TC,2020-2-26 8:30,repair,5.9,20
j47796305l,OC,2020-3-21 5:38,repair,5.2,18
n31353865P,DY,2020-3-11 1:45,repair,10.0,68
i-1314717a,NN,2020-2-13 11:43,reparking,1.0,30
w-1350890O,XC,2020-1-2 2:13,reparking,1.0,22
k17692433t,DZ,2020-3-17 11:27,refuel_check,1.0,31
I19994305a,XC,2020-2-22 12:40,reparking,1.0,33
B20112755F,IO,2020-3-8 17:3,repair,5.0,45
p36642359W,KP,2020-1-2 18:10,repair,5.0,11
c-8926473m,TY,2020-1-16 5:21,reparking,1.0,24
t-4403975D,EF,2020-3-8 8:22,repair,6.0,22
E-1829228V,RN,2020-1-28 17:39,reparking,1.0,33
V-2042242Z,GG,2020-1-2 6:18,reparking,1.0,23
Q-2229156F,JV,2020-3-22 13:52,reparking,1.0,31
P17330852B,QW,2020-1-19 5:27,reparking,1.0,24
I-3655411V,HO,2020-3-18 17:24,repair,5.7,15
j-1994836d,YG,2020-3-28 10:13,reparking,1.0,28
I-2255959U,BL,2020-2-22 13:8,repair,6.8,23
C-1103176C,CZ,2020-2-12 17:43,reparking,1.0,30
f21340662W,SB,2020-1-3 7:27,refuel,1.0,29
B88120693S,QL,2020-2-29 16:10,refuel_check,1.0,29
H12617664T,MV,2020-1-22 7:36,refuel_check,1.0,26
P19653432E,JW,2020-3-29 9:2,reparking,1.0,27
t-1064471J,BP,2020-3-6 18:24,refuel_check,1.0,27
x-1749702B,XG,2020-2-1 18:34,reparking,1.0,30
h17414658v,TH,2020-2-6 2:8,reparking,1.0,19
Q53125922U,DD,2020-3-29 9:21,refuel_check,1.0,30
x84930337h,GS,2020-3-1 17:53,repair,2.9,10
h-1998519z,TV,2020-1-14 23:29,reparking,8.0,44
S-2262856H,FL,2020-3-9 10:4,repair,6.7,27
T81007701m,MT,2020-1-28 19:47,repair,2.7,11
f-6526492s,UH,2020-3-3 22:30,reparking,1.0,25
N87823081W,BX,2020-2-30 22:31,repair,6.0,23
t14261623o,YG,2020-1-27 5:39,reparking,1.0,22
I-2247201A,VZ,2020-2-18 5:27,reparking,1.0,25
T20409757P,BR,2020-1-13 2:26,refuel_check,1.0,20
S-1588766I,RK,2020-2-27 13:5,refuel,1.0,32
i-1887608M,ZS,2020-3-13 22:12,reparking,1.0,27
k-1985555z,FM,2020-3-8 1:1,repair,10.0,69
u-1297698j,GB,2020-3-12 0:12,reparking,1.0,20
W-9551883X,NN,2020-2-13 9:25,refuel_check,1.0,27
Y-5494208v,TJ,2020-2-4 17:33,reparking,1.0,31
R99178335S,UY,2020-3-20 17:53,reparking,1.0,31
K18176647E,RS,2020-3-25 16:37,repair,5.0,24
a17222056W,SP,2020-3-9 13:25,refuel_check,1.0,33
O17925622P,HX,2020-3-7 5:35,repair,5.5,19
V-2454314m,LV,2020-3-17 4:36,reparking,1.0,20
p-1396299V,YM,2020-1-9 13:48,repair,10.0,48
N39559408S,LN,2020-2-19 22:50,reparking,1.0,25
h-1344515n,UM,2020-2-12 14:23,repair,6.4,22
D44517833b,EW,2020-3-21 13:58,repair,5.2,12
n13224202u,GG,2020-1-4 4:16,repair,5.0,18
l-1959164P,QS,2020-2-25 9:2,repair,5.8,18
Q-1640989g,HR,2020-2-14 8:35,reparking,1.0,28
f13646346O,AF,2020-3-23 19:1,reparking,1.0,29
Z21148829c,VM,2020-1-25 17:23,repair,5.7,15
w15143755c,KY,2020-2-6 1:26,refuel_check,1.0,20
k-1735337t,KX,2020-3-1 4:55,repair,4.8,15
N70600170h,SB,2020-2-9 14:20,repair,6.9,25
i90456198D,UG,2020-3-6 8:21,repair,4.2,6
q-1778461b,NH,2020-2-3 0:3,reparking,1.0,19
q53435481a,FY,2020-1-12 6:21,repair,6.3,26
C-1584260v,KR,2020-1-17 1:27,reparking,1.0,22
M52666824i,BJ,2020-3-17 8:6,reparking,1.0,28
p71461747A,FK,2020-3-8 1:28,reparking,1.0,18
V-1564308N,KJ,2020-1-8 2:48,repair,5.0,36
Z-2276652N,ND,2020-1-9 1:11,repair,3.1,1
A15262612g,FD,2020-1-6 19:21,refuel_check,1.0,30
y13744087j,RF,2020-1-28 16:41,repair,5.8,17
O41613818T,JW,2020-1-20 8:42,repair,6.1,23
l-1139189J,CP,2020-3-19 8:19,repair,5.3,13
s45684436W,UC,2020-2-23 5:5,refuel,1.0,25
f20619972B,BM,2020-2-9 15:41,refuel,1.0,29
T-2633971l,MC,2020-2-25 22:2,repair,4.8,12
V-9683916q,QD,2020-1-4 11:5,reparking,1.0,29
P68488505Z,GR,2020-1-24 6:18,reparking,1.0,26
A22674788w,JY,2020-3-27 13:41,reparking,1.0,32
v13404305i,YL,2020-1-29 21:44,repair,7.6,39
p-5671458M,TF,2020-3-29 19:29,reparking,1.0,29
X10967418c,PM,2020-2-25 13:7,refuel_check,1.0,34
p26377723i,JW,2020-3-23 9:10,repair,3.8,2
a10623296X,ON,2020-3-15 22:33,repair,10.0,48
d-1257449w,WW,2020-3-23 13:41,reparking,1.0,33
u-1788771U,GS,2020-3-3 11:1,reparking,1.0,31
k82740809C,CS,2020-1-17 1:26,refuel,1.0,20
